area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Solomon Isl.",Industrial,Discards,Unreported,purse seine,Discards,9.2976009267,13630.282958566553
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Solomon Isl.",Industrial,Landings,Reported,pole and line,Direct human consumption,17.0547306556,87780.69868567286
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Solomon Isl.",Industrial,Landings,Reported,purse seine,Direct human consumption,972.5087992778,5005502.789967392
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,longline,Discards,193.8095340363,284124.7768971664
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,purse seine,Discards,135.7414799974,198997.00967625892
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,other,Discards,9.5110384056,13943.182302609552
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,4114.4379182889,234141166.99333742
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,purse seine,Direct human consumption,5069.4920814255,288490631.18251896
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,other,Direct human consumption,990.7915477351,56383178.903403796
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Fiji",Industrial,Discards,Unreported,pole and line,Discards,0.8830489477,1294.549757304234
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Fiji",Industrial,Landings,Reported,pole and line,Direct human consumption,8.6134701727,3772.699935724878
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Fiji",Industrial,Landings,Reported,longline,Direct human consumption,3.9424333268,1726.785797206083
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","French Polynesia",Industrial,Discards,Unreported,pole and line,Discards,0.2073397414,303.9600609169926
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","French Polynesia",Industrial,Landings,Reported,pole and line,Direct human consumption,3.0197813038,1590.4134223255091
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Kiribati",Industrial,Discards,Unreported,pole and line,Discards,0.2437944566,357.40267331916834
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Kiribati",Industrial,Discards,Unreported,other,Discards,3.8461728669,5638.489422837759
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Kiribati",Industrial,Landings,Reported,pole and line,Direct human consumption,1.8858596399,6961.475835951435
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Kiribati",Industrial,Landings,Reported,other,Direct human consumption,400.6430070878,1478936.4773715637
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Guam (USA)",Industrial,Landings,Reported,longline,Direct human consumption,3.6739358978,44.0872305307455
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,pole and line,Discards,4.1885686191,6140.4415956621315
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,longline,Discards,157.2981430819,230599.07775801644
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,purse seine,Discards,45.7169541983,67021.05485474618
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,59.1263089286,86679.16888938937
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,pole and line,Direct human consumption,159.9470743397,8126378.24872266
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,longline,Direct human consumption,1998.5569381025,101540023.1462739
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,hand lines,Direct human consumption,1244.5678938325,63232350.47125749
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,purse seine,Direct human consumption,3539.6847177533,179839593.918418
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,7213.7999449684,366509154.3902387
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,pole and line,Discards,13.6513311968,20012.851534456837
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,320.6568287246,470082.9109102901
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,Discards,255.2238485051,374158.161908496
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,Discards,1.5428135305,2261.764635704285
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,93.6298734173,11947935.871507643
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,7166.5580499556,914511286.5703256
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,10098.8984969725,1288701855.623233
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,210.1317803071,26814529.850789048
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,Discards,168.3556538153,246809.38849319756
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,purse seine,Discards,116.7814304253,171201.5770034288
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,3026.9562143148,148565414.7334689
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,purse seine,Direct human consumption,5439.2436631724,266962398.34395406
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Caledonia (France)",Industrial,Discards,Unreported,longline,Discards,7.4781785455,10963.009747734097
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Caledonia (France)",Industrial,Landings,Reported,longline,Direct human consumption,154.0514132466,77333.80945103425
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,purse seine,Direct human consumption,0.4798955970,4.211943375626264
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,other,Direct human consumption,2.6970858823,23.67175920724345
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","North Marianas (USA)",Industrial,Landings,Reported,longline,Direct human consumption,1.5290057865,21.201825445263275
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Palau",Industrial,Landings,Reported,pole and line,Direct human consumption,0.2576951056,5.669292322802379
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,longline,Discards,60.4767352429,88658.89386610965
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,purse seine,Discards,63.4559061408,93026.35840242088
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,9.1324739295,13388.206780618124
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other nets,Discards,7.2235381882,10589.706983837119
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,24.0013664497,35186.003215325414
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,longline,Direct human consumption,868.2659520296,65587917.38829229
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,1409.0318341186,106436816.18244252
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,purse seine,Direct human consumption,7091.1424219574,535657608.4468154
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,930.3054600599,70274318.04466857
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other nets,Direct human consumption,766.8379176468,57926147.94494874
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,391.3555506391,29562595.958953433
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Russian Federation",Industrial,Discards,Unreported,purse seine,Discards,15.2616565393,22373.588486561104
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Russian Federation",Industrial,Landings,Reported,purse seine,Direct human consumption,1608.1301435030,8354386.044946867
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Tonga",Industrial,Discards,Unreported,longline,Discards,0.4090101853,599.6089316408577
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Tonga",Industrial,Landings,Reported,longline,Direct human consumption,9.8200104051,791.5297711493752
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Tuvalu",Industrial,Discards,Unreported,pole and line,Discards,0.2148669381,314.99493127159917
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Tuvalu",Industrial,Landings,Reported,pole and line,Direct human consumption,1.2677347333,300.95431137642356
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,pole and line,Discards,2.0842938205,3055.5747408595835
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,3.6191022598,5305.603912884064
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,purse seine,Discards,508.9332437996,746096.1354101999
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,pole and line,Direct human consumption,1.1889489282,263851.0806067339
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,60.0630718169,13329173.37989134
"Pacific, Western Central",high_seas,1987,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,purse seine,Direct human consumption,18332.8824633038,4068426098.012773
"Pacific, Western Central",high_seas,1987,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,0.1432101469,209.94607542817394
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Discards,Unreported,longline,Discards,1.2645573486,1853.841073014532
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,longline,Direct human consumption,15.9925693703,1321.605339145866
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Solomon Isl.",Industrial,Discards,Unreported,purse seine,Discards,1.3595107781,1993.0428007186767
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Solomon Isl.",Industrial,Landings,Reported,purse seine,Direct human consumption,58.5717627098,12768.644270435729
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,longline,Discards,23.3627767469,34249.830710902635
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,purse seine,Discards,31.9025632204,46769.157681099205
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,other,Discards,0.2609470398,382.54836033400323
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,309.3108935882,8062501.808515656
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,purse seine,Direct human consumption,1484.2197804686,38687692.26147676
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,other,Direct human consumption,13.8943836196,362171.18563728244
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,longline,Discards,14.7535251365,21628.66785011973
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,purse seine,Discards,68.7750876338,100824.27847117191
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,7.2534615981,10633.574702831344
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,pole and line,Direct human consumption,402.5486408148,4988221.064937638
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,longline,Direct human consumption,391.1842760392,4847398.421371913
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,hand lines,Direct human consumption,34.0282479403,421664.38032270584
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,purse seine,Direct human consumption,1169.2254644439,14488572.311646452
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,692.6103563449,8582549.334462246
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,871.5542928929,1277698.5933809278
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,Discards,37.8789812558,55530.5865210492
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,Discards,0.1931370052,283.13884962678316
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,442.4898006052,88456365.39971086
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,8717.5464602695,1742689829.288477
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,2325.6767967751,464916742.16175675
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,19.1227122817,3822744.8919857354
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,Discards,295.0869014581,432597.3975375267
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,purse seine,Discards,20.0864009265,29446.66375828619
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,3752.4775951794,191382464.74637234
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,purse seine,Direct human consumption,1024.8684181868,52269957.36504425
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Caledonia (France)",Industrial,Discards,Unreported,longline,Discards,0.5649617945,828.2339907273125
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Caledonia (France)",Industrial,Landings,Reported,longline,Direct human consumption,9.2457041679,342.0910545093619
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,longline,Discards,5.6358437328,8262.146912341666
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,purse seine,Discards,15.8960504055,23303.609894391437
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,1.1081232123,1624.5086292063468
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other nets,Discards,0.8506846244,1247.103659409459
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,2.7670942813,4056.5602164369766
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,longline,Direct human consumption,77.7678433154,881702.0659400924
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,39.7455333145,450619.65641905053
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,purse seine,Direct human consumption,761.4387649194,8632901.51165849
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,94.4289851788,1070599.7204916535
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other nets,Direct human consumption,77.0903297189,874020.6758910017
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,502.4754210568,5696874.157007093
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Russian Federation",Industrial,Discards,Unreported,purse seine,Discards,0.4132921752,605.8863288709094
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Russian Federation",Industrial,Landings,Reported,purse seine,Direct human consumption,14.0690868707,22833.518709530315
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Tonga",Industrial,Discards,Unreported,longline,Discards,0.1347429101,197.5331061573653
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Tonga",Industrial,Landings,Reported,longline,Direct human consumption,3.4983745471,48.9772433727485
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,11.2424178638,16481.38458831913
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,purse seine,Discards,7264.2770074062,10649430.092857463
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,175.7653630812,2157810.857557952
"Pacific, Western Central",high_seas,1987,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,purse seine,Direct human consumption,3465.3173761694,42542508.535816476
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,longline,Direct human consumption,3.6382516059,248.63253066846644
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Solomon Isl.",Industrial,Landings,Reported,purse seine,Direct human consumption,0.4142558347,0.8285116705478511
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,93.7677583601,145221.45844419452
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,purse seine,Direct human consumption,1.6788951112,2600.1645009701806
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,longline,Direct human consumption,44.5740505549,16101.941957718112
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,hand lines,Direct human consumption,2.6323258187,950.9020835793883
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,purse seine,Direct human consumption,3.0998061304,1119.7747965706287
"Pacific, Western Central",high_seas,1987,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,39.9973025228,90978.88974426904
